msg,timestamp,event_type,symbol,side,entry_price,dca_price,take_profits,stop_loss,portion_pct,leverage,r_multiple,roi_pct,price_ref,risk_note,rationale,indicators_mentioned,market_context,quote,confidence,link
271,2026-05-26 10:46:56,plan,RENDERUSDT,long,,,,,,,0.5,,,,"Management plan - a small trim at 0.5R with the majority saved for 1R+. Symbol is a guess: posted 26 seconds after the RENDER call, but it could refer to the TAO long opened two hours earlier.",,,"Small trim at 0.5R, majority saved for 1+",low,https://discord.com/channels/1042855255089623100/1501271173588193290/1508738192134639668
272,2026-05-26 10:48:39,view,,,,,,,,,,,,,His alt longs just need BTC to stabilise or bounce and then he expects them to pump hard.,,waiting for BTC to get stable or bounce,"Just need BTC to get stable or bounce, gonna pump hard.",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1508738624500535336
273,2026-05-26 13:49:37,partial_close,RENDERUSDT,long,2.333,,,,50,90,,320.66,2.416,,Takes 50% off the RENDER long in profit at ~2.416.,,,50% out here,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508784168467828776
274,2026-05-26 15:22:22,update,BTCUSDT,long,,,,,,,,,,,Confirms he is still holding the BTC long.,,,holding BTC and TAO,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508807510948057202
274,2026-05-26 15:22:22,stopped_out,RENDERUSDT,long,,,,2.13,50,,,,,,The remaining half of RENDER stopped out (stop 2.13 from his call) after he had already banked 50%.,,,RENDER stopped after taking 50%,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508807510948057202
274,2026-05-26 15:22:22,plan,RENDERUSDT,long,,,2.5,2.26,,,,,,,"RENDER still looks bullish so he suggests a re-long with SL 2.26 aiming for 2.5 - an idea only, he is not taking it himself.",,,still looks bullish if anyone wanna try a long set SL @ 2.26 and try for 2.5 I'm not taking it just suggesting this idea,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508807510948057202
274,2026-05-26 15:22:22,update,TAOUSDT,long,,,,,,,,,,,Confirms he is still holding the TAO long.,,,holding BTC and TAO,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508807510948057202
275,2026-05-26 17:27:42,close,BTCUSDT,long,,,,,100,,,,,,Announces the BTC long is closed; no levels given in the message itself.,,,BTC closed,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508839048502837368
276,2026-05-26 17:32:51,close,BTCUSDT,long,76754.6,,,,100,150,,225.07,77906.3,,"Closed-PnL card for the BTC long announced in MSG 275: entry 76,754.6, close 77,906.3, +225.07% ROI. Message text is only the notify ping.",,,[IMAGE 105 (message text is only the notify ping): BTCUSDT long 150x entry 76754.6 close 77906.3 ROI 225.07% (closed)],high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508840347986432150
277,2026-05-26 17:34:08,tp_hit,BTCUSDT,long,76754.6,,78000.0,,,,,,78012.9,,"His TP was set at 78k and the fill shown is 78,012.9 - he blames Blofin for closing late; adds that he told the group BTC was going up so there was no need to short and he is glad he held.",,,"TP set was 78k, dk why BLOFIN closed later, anyhow I told you we are going up no need to short, glad I held my place!",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508840668808613990
278,2026-05-26 17:36:37,recap,BTCUSDT,,,,,,,,,,,,"Challenge-account update: +$11.5 from the BTC long, total balance now 111.89 USDT (started at 89).",,,89$ account update +11.5$ from this,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508841294653292624
279,2026-05-26 17:45:39,close,BTCUSDT,long,,,,,100,200,,,78012.9,,"Order detail confirming the mini challenge account's BTC long closed: 0.0090 BTC at avg 78,012.9 for +11.32 USDT realized.",,,"[IMAGE 108 (no message text, replying to the 90$ account thread): BTCUSDT long 200x close 78012.9 (closed), +11.3247 USDT realized]",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508843567685304464
280,2026-05-26 17:46:05,update,BTCUSDT,long,,,,,,,,,78049.1,,"Celebrates the exit landing on a single-candle spike to 78,049 that immediately retraced to 76,806 - jokes that BTC trades like a memecoin.",,,What an EXIT boys! Gotta love this memecoin,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508843675482849353
281,2026-05-27 03:18:30,call,BTCUSDT,long,75900,75000,77000,73500,50,,,,,"Entry 50% at CMP, DCA 25%, save 25% for later","new BTC long, scaling in: 50% at CMP 75.9k, 25% DCA at 75k, 25% kept in reserve, targeting 77k+",,,"Long BTC

Entry: 75.9k CMP (50%)
DCA: 75k 25%
Save 25% for later

Targeting 77+

SL: 73.5k",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508987730477060248
281,2026-05-27 03:18:30,dca,BTCUSDT,long,,75000,,,25,,,,,Save 25% for later,"planned DCA level at 75k for 25% of size, with a further 25% held back",,,"DCA: 75k 25%
Save 25% for later",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508987730477060248
282,2026-05-27 03:19:46,update,BTCUSDT,long,,,,,,,,,,"position size is 0.011, DCA1 0.006, DCA2 0.005 (on the 89$ account)",gives exact position sizing for the BTC long on his small 89$ account,,,"For the 89$ account my position size is 0.011, DCA1 0.006, DCA2 0.005",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1508988048376070225
283,2026-05-27 03:24:59,call,BTCUSDT,long,75900,,,74000,,,,,,"high risk high reward, no DCA; he uses this on one account but will only count the first setup",alternative tighter-stop version of the BTC long: full size at CMP with SL 74k instead of scaling with DCA,,,"Also guys a better, high risk high reward setup would be

Long CMP 75.9k
No DCA
SL: 74k

Using this personally on one account but I'll count the first setup given here!",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1508989362660966520
284,2026-05-27 06:44:18,chat,,,,,,,,,,,,,Eid greetings to the community,,,"Eid Mubarak to every Muslim brother of mine, I hope you have a lovely Eid and time with your loved ones",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509039521428144269
285,2026-05-27 06:55:16,dca,TAOUSDT,long,,271.1,,,50,,,,,,"calls the second 50% add on TAO at 271.1, the DCA he flagged earlier around 270-275",,,TAO DCA @ 271.1,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509042283108892712
285,2026-05-27 06:55:16,sl_move,TAOUSDT,long,,,,265,,,,,,,stop tightened from the original 268 to 265 alongside the DCA fill,,,"TAO DCA @ 271.1
SL: 265",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509042283108892712
286,2026-05-27 09:51:56,dca,TAOUSDT,long,276.63,,,,,100,,10.43,276.92,,"DCA order filled; share card shows blended entry 276.63 on a 100x long, good bounce for now",,,"DCA filled, good bounce for now",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509086742773502174
286,2026-05-27 09:51:56,plan,TAOUSDT,long,,,280,,,,,,,,intends to trim the position around 280+ after the bounce,,,will trim soon around 280+,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509086742773502174
287,2026-05-27 18:41:39,partial_close,TAOUSDT,long,276.63,,,,10,100,,121.68,280.0,if it's not at 280 don't take anything,offloads only 10% at 280 because the position got heavy after the DCA; followers should not take anything below 280,,,"Guys closed just 10% here nothing serious just offloading since after DCA position is heavy, if it's not at 280 don't take anything",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509220049909715076
287,2026-05-27 18:41:39,tp_move,TAOUSDT,long,,,"282, 286",,,,,,,,"brings the exit zone down from the original 300-315 to 282-286 while explicitly refusing to move SL to entry, since price action is strong",,,"Not moving SL to entry, will close soon around 282-286 so far it's strong!",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509220049909715076
288,2026-05-28 03:18:40,view,BTCUSDT,,,,,,,,,,,,expects BTC to bounce from current level,,BTC may bounce from here,BTC may bounce from here.,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509350161401253999
288,2026-05-28 03:18:40,sl_move,TAOUSDT,long,,,,263,,,,,,,"willing to hold TAO down to 263, i.e. giving the trade more room than the 265 stop, because he expects BTC to bounce",,BTC may bounce from here,"Holding TAO till 263, BTC may bounce from here.",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1509350161401253999
290,2026-05-28 07:43:24,stopped_out,BTCUSDT,long,,,,,,,,,,,BTC long stopped out in the same dump,,insane dump,"TAO and BTC stopped guys, insane dump.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509416784065859685
290,2026-05-28 07:43:24,stopped_out,TAOUSDT,long,,,,,,,,,,,TAO stopped out in an insane dump; frames the loss as part of the game after a winning streak,,insane dump,"TAO and BTC stopped guys, insane dump.
Part of the game we were on a winning streak",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509416784065859685
291,2026-05-28 07:44:12,call,BTCUSDT,long,73000,,,72000,,,,,,"half risk trade, go lower than usual","re-attempts the BTC long immediately after being stopped, with reduced size",,,"Trying a BTC long again here @ 73k

SL @ 72k, half risk trade, go lower than usual",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509416983815393310
292,2026-05-28 07:51:12,update,BTCUSDT,long,,,,,,,,,,size is 0.02 on the small gamble account,position size for the new BTC long on his small account,,,On the small gamble account my size is 0.02,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1509418744068440164
293,2026-05-28 09:05:23,tp_set,BTCUSDT,long,,,"75000, 76000",,,,,,,"lower risk, half risk",sets the target zone at 75-76k for a decent R and repeats that the trade is risky so size must be halved,,,"This is RISKY that's why I mentioned lower risk, half risk. Targeting 75-76k, can get a decent R.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509437412068036659
294,2026-05-28 17:16:30,view,BTCUSDT,,,,,,,,,,75000,,expects BTC to reach at least 75k before continuing lower,,,BTC should hit at least 75k before going down further!,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509561007306051786
294,2026-05-28 17:16:30,close,GOLD,,,,,,,,3.0,,,,took 3R on a Gold trade he was too busy to post in the channel,,,Just did 3R on Gold was about to give here but was busy.,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1509561007306051786
295,2026-05-28 17:16:49,view,,,,,,,,,,,,,"macro call: crypto market bottoms in June 2026, at least a local bottom for June-July",,expects a market bottom in June 2026,"My prediction is crypto market bottoms in June for 2026

At least a local bottom for June-July",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509561086503026808
296,2026-05-28 18:48:42,call,ETHUSDT,long,,,,1950,,,,,,"just enter small, half risk on trades market's weak",offers an ETH long idea with SL 1950 despite disliking the asset; no entry level given,,market's weak,"I absolutely hate ETH but if anyone wants to try a long with 1950 as SL
Just enter small, half risk on trades market's weak.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509584210560815294
297,2026-05-28 20:23:18,call,ADAUSDT,long,0.234,,,0.226,,,,,,,new ADA long from current market price,,,"Long ADA

Entry: 0.234 CMP

SL: 0.226",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509608015559397406
298,2026-05-28 20:49:03,entry,ETHUSDT,long,1988.23,,,,,100,,165.82,2021.86,,"share card reveals he is himself in the ETH long he suggested, entry 1988.23 at 100x and already +165.82% ROI; mocks ETH as an asset",,,I hope you guys were laughing on ETH as an asset because it's a joke,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1509614498812788784
299,2026-05-28 21:18:26,tp_set,ADAUSDT,long,,,"0.2386, 0.246",,50,,0.6,,,,"TP ladder for ADA: 50% off at 0.2386 (about 0.6R), full exit at 0.246",,,"50% around 0.6R @ 0.2386, fully exit @ 0.246",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509621893127471105
300,2026-05-29 05:49:14,update,ADAUSDT,long,,,,,,,,,,,ADA approached the take-profit and retraced without filling,,,ADA came back from TP too : /,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509750441095987320
300,2026-05-29 05:49:14,sl_move,ETHUSDT,long,1988.23,,,1988.23,,,,,,,moves stop to breakeven on ETH because bearish signs returned after being up well; BE level taken as his posted entry 1988.23,,showing bearish signs again,"SL to BE on ETH, was up good but showing bearish signs again.",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1509750441095987320
301,2026-05-29 11:26:23,update,ADAUSDT,long,,,,,,,,,,,still holding the ADA long,,,"Still in BTC, ETH, ADA",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509835287151247511
301,2026-05-29 11:26:23,update,BTCUSDT,long,,,,,,,,,,,still holding the BTC long,,,"Still in BTC, ETH, ADA",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509835287151247511
301,2026-05-29 11:26:23,update,ETHUSDT,long,,,,,,,,,,,still holding the ETH long,,,"Still in BTC, ETH, ADA",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509835287151247511
301,2026-05-29 11:26:23,view,RENDERUSDT,,,,,,,,,,,,"bullish on RENDER, no trade attached",,,RENDER looking bullish!,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1509835287151247511
302,2026-05-29 12:40:35,partial_close,ETHUSDT,long,1988.23,,,,20,100,,132.39,2015.08,,takes 20% off ETH with the stop already at entry; wording '20% SL to entry' is terse but follows the earlier BE move,,,"20% SL to entry, will exit fully around 2020-2030.",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1509853959651590154
