msg,time_utc,time_ms,event_type,symbol,side,entry_price,dca_price,take_profits,stop_loss,portion_pct,leverage,r_stated,roi_pct,price_ref,risk_note,rationale,indicators,market_context,quote,confidence,confidence_rank,msg_url
174,2026-05-21T03:14:08Z,1779333248195,education,,,,,,,,,,,,,"shares a DM exchange explaining his trade-management philosophy: he does not take partials and exits 100% at TP1, presented as his own style rather than a rule others must follow",,,"Someone asked this in my DMs why I don't like taking partials so putting it here is my point of view, of course you don't have to agree just my style.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506857601235816518
175,2026-05-21T03:15:13Z,1779333313248,chat,,,,,,,,,,,,,thanks members for the DMs and kind words about his work,,,"Also guys I have received a dozen of DMs since last week about my work, I just wanted to say thank you very much for the sweet words, you all are too kind",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506857874087743569
176,2026-05-21T05:48:14Z,1779342494587,view,BTCUSDT,long,,,,,,,,,,,"bullish bias on BTC into the weekend, expecting to stay long until the 24th-25th",,,I'm bullish on BTC until the weekend now let's stay till 24-25th.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506896383414767636
177,2026-05-21T12:31:36Z,1779366696898,call,BTCUSDT,long,77000.0,76000.0,,75300.0,,,,,,,new BTC long with a planned DCA at 76k and stop 75.3k; no target at call time,,,"Long BTC 

Entry: 77k
DCA: 76k

SL: 75.3k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506997895264600195
178,2026-05-21T12:31:50Z,1779366710455,update,BTCUSDT,long,,,,,,,,,77000.0,,clarifies that the 77k entry in the previous call is at current market price,,,CMP ^,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506997952126783499
179,2026-05-21T12:52:18Z,1779367938038,tp_set,BTCUSDT,long,,,78000,,,,,,,,"target for the new BTC long is 78k+ (approximate, he says '78+'), the same setup as the previous BTC trade repeating",,,"Targeting 78+ again, it's the same last setup playing again",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1507003100982939788
180,2026-05-21T17:21:34Z,1779384094189,update,BTCUSDT,long,77065.1,,,,,150.0,,153.7,77854.8,,posts the open BTC long at +153.7% to answer chat claims that he is getting rekt for being long while everyone else shorts,,everyone else is shorting,I saw some in chat saying I'm getting rekt because everyone else is shorting,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507070864791703704
181,2026-05-21T17:23:21Z,1779384201333,plan,BTCUSDT,long,,,,77000.0,10.0,,,,,Or just 10% as your fee and SL to entry to be safe,"guidance only - he has not taken profit himself, but members can TP as they like or bank 10% to cover fees and move the stop to the 77k call entry",,,"I didn't TP but TP as you like

Or just 10% as your fee and SL to entry to be safe",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1507071314186473502
182,2026-05-21T18:56:58Z,1779389818098,update,BTCUSDT,long,,,78400,,,,,,,,he did not move his own stop to entry; he will let the setup play out to either the stop or the target at 78.4k+,,,"Personally didn't move SL to entry, will play full setup either SL or TP (78.4k+)",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507094872606113904
183,2026-05-22T08:51:14Z,1779439874018,call,WLDUSDT,long,0.284,0.279,0.3|0.32,0.265,,,,,,Risky because I kept SL closer than usual but worth a shot,new WLD long with two entry options - 0.279 on limit or 0.284 at market (0.279 recorded in dca_price as the lower limit fill); stop is tighter than he usually keeps it,,,"Long WLD

Entry: 0.279 or 0.284 CMP 

TP: 0.3-0.32

SL: 0.265

Risky because I kept SL closer than usual but worth a shot",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507304822351855667
184,2026-05-22T08:59:59Z,1779440399047,chat,,,,,,,,,,,,,explains how members can get his notification role (react with the crystal ball in the get-notifications channel),,,"Also a couple of DMs regarding not getting my notifications , or how to get them, you go and take it from #🐐｜get-notifications",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507307024482959431
185,2026-05-22T09:23:13Z,1779441793945,call,XPLUSDT,long,0.089,,0.0946,0.0836,,,,,,,new XPL long at market with target 0.0946 and stop 0.0836,,,"Long XPL

Entry: 0.089 CMP 

TP: 0.0946

SL: 0.0836",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507312875109355660
186,2026-05-22T13:02:49Z,1779454969857,tp_hit,BONKUSDT,long,0.006158,,,,20.0,75.0,,199.88,0.006323,,BONK first target hit but he only books 20-25% and keeps the majority running (portion recorded as the lower bound); the share card is 1000BONKUSDT so its prices are 1/100 of the 0.614/0.6323 levels he quoted in the call,,,"BONK TP1, taking 20-25% only saving majority",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507368138889494681
187,2026-05-22T13:05:16Z,1779455116434,view,SUIUSDT,long,,,,,,,,,,I have 3 trades running here so imma hold myself,SUI looks very good on the daily but he is passing on it because he already has three trades open,,,Ngl SUI looks too good on daily but I have 3 trades running here so imma hold myself,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507368753677992070
188,2026-05-22T13:19:59Z,1779455999630,call,AVAXUSDT,long,9.569,,10,9.13,,,,,,,"new AVAX long at market, target 10, stop 9.13; a slow mover but constructive on all timeframes",,,"Long AVAX

Entry: 9.569 CMP

TP: 10

SL: 9.13

Slow mover but looks good on all TFs",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507372458070773830
189,2026-05-22T13:20:32Z,1779456032846,chat,,,,,,,,,,,,,flags AVAX as probably the last signal of the week after a non-stop run of calls,,,"Probably last signal of the week, we have been on a non stop streak",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507372597388775555
190,2026-05-22T13:41:48Z,1779457308978,partial_close,WLDUSDT,long,0.284,,,,25.0,100.0,1.5,234.74,0.2908,,"WLD came within 0.002 of the target without filling, so he tells members to bank 25-50% here; 1.5R measured from the 0.279 limit entry and 0.9R from the 0.284 CMP entry (portion recorded as the lower bound)",,,"WLD missed TP by 0.002, almost missed TP, moved up 1.5 R from limit, up 0.9 from CMP 

Take 25-50% SL to entry",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507377949874192516
190,2026-05-22T13:41:48Z,1779457308978,sl_move,WLDUSDT,long,0.284,,,0.284,,100.0,,,,,stop to entry after the partial; entry taken as 0.284 from the share card in this message (limit entrants would use 0.279),,,Take 25-50% SL to entry,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1507377949874192516
191,2026-05-22T13:42:21Z,1779457341978,plan,WLDUSDT,long,,,,,100.0,,1.0,,,,anyone filled on the 0.279 limit is already above 1R and can simply close the whole position here,,,If you're in from limit you can just close as it's above 1R,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507378088286093382
192,2026-05-22T15:35:51Z,1779464151342,tp_hit,WLDUSDT,long,,,,,100.0,100.0,1.5,542.25,,,"first WLD target filled - 1.5R from the limit entry, 1R from CMP - and he closes his whole position, though he thinks the weekend may reach the full target; exact TP price not restated (his earlier '0.002 from TP' comment does not line up with the 0.3-0.32 band from the call)",,weekend,"TP hit 1.5R from limit, 1R from CMP 

I'm out at first TP but confident weekend might give us ful TP",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507406648829022390
193,2026-05-23T05:19:49Z,1779513589747,recap,,,,,,,,,,,,,apologises for a couple of stop-losses taken on the overnight crash and says he will take 3 wins to make the losses back before the break he had planned,,crash last night,"Guys we had a couple stop losses on the crash last night, I apologize 

BTC hurt especially since it missed our TP by 200$ many times.

I was supposed to take a break this week but will get 3 wins before taking a break to make it back.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507614008528867399
193,2026-05-23T05:19:49Z,1779513589747,stopped_out,BTCUSDT,long,,,,,,,,,,,"the BTC long (entry 77k, SL 75.3k from msg 177) was one of the stops on the overnight crash - it repeatedly came within about $200 of the target before reversing; loss is implied rather than stated outright, and he later says they will 'make our BTC SL back'",,crash last night,we had a couple stop losses on the crash last night ... BTC hurt especially since it missed our TP by 200$ many times.,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1507614008528867399
194,2026-05-23T05:33:37Z,1779514417001,call,BEATUSDT,short,1.286,,1.08,1.39,,,2.0,,,Short BEAT (risky) ... Risk setup,"risky short but the target is worth almost 2R (r_multiple here is the planned R of the target, not a realised result)",,,"Short BEAT (risky)

Entry: 1.286 CMP 

TP: 1.08

SL: 1.39

Risk setup but almost 2R TP, double TP, worth a shot!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507617478283628544
195,2026-05-23T06:21:38Z,1779517298222,partial_close,BEATUSDT,short,1.2875,,,,60.0,100.0,1.5,921.08,1.169,,books 60% of the BEAT short at 1.5R specifically to recover one previous stop-loss,,,"Up 1.5R, took 60% to recover 1SL",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507629563000258671
196,2026-05-23T06:28:32Z,1779517712773,sl_move,BEATUSDT,short,,,,1.27,,,,,,,moves the stop into profit at 1.27 on the remaining BEAT short (below the 1.286 short entry); symbol inferred from the immediately preceding BEAT messages,,,Just move SL in profits @ 1.27,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1507631301753045062
197,2026-05-23T07:35:06Z,1779521706159,call,JCTUSDT,short,0.004,,0.00369,0.00426,,,,,,Half risk trade,new JCT short at market taken on half the usual risk,,,"Short JCT

Entry: 0.004 CMP 

TP: 0.00369

SL: 0.00426

Half risk trade",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507648051228180510
198,2026-05-23T07:35:23Z,1779521723171,plan,BTCUSDT,long,74000.0,,,,,,,,,,waiting for BTC at 74k to go long and make back the BTC stop-loss,,,"Waiting for 74k for long, we will make our BTC SL back!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507648122581680128
199,2026-05-23T07:35:58Z,1779521758350,view,BTCUSDT,,,,,,,,,,,,expects BTC to trade down into 72-74k first and then rally to the high 80s,,,**I see 72-74k then high 80s**,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507648270132838521
200,2026-05-23T07:39:06Z,1779521946246,plan,BTCUSDT,long,,,,,,,,,74000.0,No longs before 74k,rule for the group: no long entries until BTC reaches 74k,,,No longs before 74k,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507649058225913898
201,2026-05-23T07:40:27Z,1779522027748,view,ATOMUSDT,short,,,,,,,,,,,tempted to short ATOM as well but holds off because BTC is approaching its bounce zone,,BTC approaching bounce zone,Kinda wanna short ATOM too but BTC approaching bounce zone,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507649400069951499
202,2026-05-23T07:45:52Z,1779522352769,call,HYPEUSDT,long,54.8,,56.4,53.9,,,,,,Manual close so small margin!,"new HYPE long at market; stop is a 4h close under 53.9 which has to be managed manually, so size small",4h close,,"Long HYPE

Entry: 54.8 CMP 

TP: 56.4

SL: 4h close under 53.9

Manual close so small margin!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507650763307094026
203,2026-05-23T07:46:50Z,1779522410290,update,HYPEUSDT,long,,,,,,,,,54.8,,clarifies that the 54.8 entry on the HYPE call is current market price,,,54.8 is CMP ^,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507651004567650516
204,2026-05-23T07:52:47Z,1779522767687,partial_close,JCTUSDT,short,0.004,,,,10.0,50.0,0.5,160.87,0.00387,take 10-20% MAX!,"JCT dumped nearly 0.5R so he takes only 10% off and secures his shorts generally, because BTC may bounce from here",,BTC may bounce,"JCT dumped nearly 0.5 R, taking 10% only, SL to entry.

BTC may bounce so securinh my shorts, take 10-20% MAX!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507652503599059055
204,2026-05-23T07:52:47Z,1779522767687,sl_move,JCTUSDT,short,0.004,,,0.004,,50.0,,,,,"stop moved to entry (0.004, the call entry and the share-card entry) after the 10% partial",,,"taking 10% only, SL to entry.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507652503599059055
205,2026-05-23T07:54:34Z,1779522874651,chat,ATOMUSDT,,,,,,,,,,,,regrets not taking the ATOM short he had mentioned 14 minutes earlier; no position was opened,,,Should have shorted,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507652952238592060
206,2026-05-23T07:57:00Z,1779523020750,update,HYPEUSDT,long,54.991,,,,,100.0,0.5,93.83,55.507,,HYPE already 0.5R in profit shortly after the call,,,And HYPE 0.5 R up,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507653565022212139
207,2026-05-23T07:57:21Z,1779523041563,entry,HYPEUSDT,long,,,,,,,,,,,"notes his own HYPE fill came after he posted the call (54.991 on his card versus the 54.8 posted), so followers likely have a better entry; symbol from the surrounding HYPE messages",,,"I entered late after posting, you probably have better entry!",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1507653652318519346
208,2026-05-23T08:13:43Z,1779524023744,call,SUIUSDT,long,1.0,,1.05|1.11,0.95,,,,,,Half risk,new SUI long on half risk: BTC is weak but he expects a relief bounce,,BTC is weak but expecting relief,"Long SUI

Entry: 1

TPs: 1.05-1.11

SL: 0.95

Half risk BTC is weak but expecting releif",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1507657771883958352
